content;score;thumbsUpCount;reviewCreatedVersion;at
Muito mais legal do q eu imaginava, mas ainda estou desbravando.;4;0;2.2.413073.0;2021-07-16 09:23:36
Testando , aparentemente bom;4;0;2.2.347119.0;2020-08-04 02:38:36
O aplicativo é bom, mas tem que ser más otimizado . O aplicativo usa muita memória RAM;4;0;2.2.307833.0;2019-12-20 16:04:05
Gostei 👏👏👏👏👏👏👏👏👏 muito bom pra mim gostei mesmo legal;4;0;;2021-06-04 17:29:42
Muito bom, adorei mas tem hora que o App não passa a informação direito e ele poderia fazer ligações para celular que estiver na minha agenda, não só para quem tiver alexa, mas o resultado recomendo a todos é muito legal! Já tava esquecendo, poderia fazer cadastro na mesma conta no mesmo loguinho e senha de toda família, fazendo assim ela reconhece com quem ela está falando.;4;4;2.2.307833.0;2020-01-05 17:58:14
Muito top. Apesar de que no meu celular ficou um pouco lento o aplicativo. Mas isso pode ser só no meu aparelho. Gostei da opção de ler livros do Kindle. Muito bom. Melhor assistente.;4;2;2.2.371484.0;2020-11-06 15:26:44
Agora não;4;0;2.2.373840.0;2020-12-02 20:44:19
Precisa melhorar o reconhecimento de voz;4;0;2.2.394437.0;2021-04-07 14:41:01
Ainda não é perfeita, mas evolui e aprende a cada dia. Acredito que em mais alguns meses a Alexa vai entender o nosso idioma melhor e com isso se tornar a assistente perfeita.;4;2;2.2.383959.0;2021-02-09 03:00:19
Alexa e muito boa, mais tem algumas coisas que ela ainda não entende. Faço a mesma pergunta ao Google e ele normalmente responde a pergunta;4;0;2.2.353746.0;2020-08-30 00:34:54
Excelente;4;0;2.2.367265.0;2020-10-15 17:54:46
Ótimo! Perfeito , estou encantado com essa tecnologia assistente virtual;4;0;2.2.313664.0;2020-01-24 12:34:37
Falta somente a localizado pra nós no Brasil para ser um app melhor, por isso da nota. Do mais é um app q demostra maturidade para seu funcionamento.;4;1;2.2.403931.0;2021-05-23 11:26:31
Ótimo, pena que aparelhos antigos nunca vão ter skills e poucos apps de música e vídeo são compatíveis. E Alexa só de respostas pelo Wikipedia kkk;4;0;2.2.375370.0;2020-12-12 00:13:23
Muito bom;4;0;2.2.390493.0;2021-03-29 21:51:34
Falta conseguir controlar a televisão pela Alexa. Os comando a se usar para televisão são muito básicos.;4;0;2.2.394437.0;2021-04-10 20:16:02
Ainda aprendendi....mas estou gostando muito!!!;4;0;2.2.347119.0;2020-07-29 14:11:44
Gosto demais do aplicativo. Só que as vezes ele nos deixa na mão não atendendo certos comandos...;4;0;2.2.361946.0;2020-09-26 13:44:20
ainda aguardando a mudança de voz como já acontece lá fora.;4;0;2.2.435197.0;2021-11-19 20:48:57
gostei muito mais poderia ter a opção de abrir aplicativos por voz,por exemplo: Alexa para o resso;4;0;2.2.413073.0;2021-07-17 13:23:06
Agora que já toca YouTube, pra ganhar nota máxima, só falta acessar Netflix...!!!;4;0;2.2.367265.0;2020-10-20 04:08:02
Poderia conter algumas funcionalidades mais práticas, principalmente relacionado aos perfis registrados existentes, adicionar músicas à fila de reprodução por toque na tela do celular, informar quem (qual perfil) pediu que comando no histórico... Só para exemplificar.;4;16;2.2.387920.0;2021-03-13 16:09:41
Tem que ter opção de compartilhamento entre outras app, exemplo: players de música, com echo dot ou dispositivos Amazon.;4;1;2.2.384932.0;2021-02-17 21:33:44
Bom.;4;0;2.2.400291.0;2021-05-16 14:01:29
Por quê o mode de acompanhamento não aparece no meu aplicativo?;4;0;2.2.369045.0;2020-10-27 21:03:29
Pouquíssimo intuitivo. Uma interface tão horrível quanto a do Prime vídeo.;4;4;2.2.432925.0;2021-10-31 16:03:17
Estou aprendendo ainda, mas é bom.;4;0;2.2.313664.0;2020-01-26 13:26:49
Instável;4;0;2.2.367265.0;2020-10-19 22:22:52
Gostei muito;4;0;2.2.400291.0;2021-05-15 00:35:53
A Alexa é super funcional porém tem coisas simples que precisam melhorar, um exemplo e se eu pedir ( pare a música e apague a luz) ela só obedece um comando, outro que ela não faz é (apague a luz e acenda o led) resumindo acredito que é uma das poucas coisas que não está bom se não for a única Estão de parabéns pois é súber funcional e bacana, tenho um quarto super diferenciado por causa disso e eu amei s2;4;0;;2021-05-04 01:42:58
Bom;4;0;2.2.398067.0;2021-04-23 00:00:57
Depois de usar do nada quando chama alexa ela ñ responde🤔🤔🤔;4;0;;2020-09-10 21:17:05
E muito bom mais ele e meio de fisio de mecher;4;0;2.2.398067.0;2021-04-22 23:16:43
Ótimo mas coloca comandos do YouTube e de zoeira e pq eu tentei pesquisar meu canal e n consegui então 4 estrelas;4;0;2.2.403931.0;2021-05-24 23:00:04
Meio lento e a interface não é mais intuitiva, mas cumpre seu papel!;4;0;2.2.410255.0;2021-07-13 02:24:11
Muito bom;4;0;2.2.384932.0;2021-02-23 02:13:03
Ótimo;4;0;2.2.407457.0;2021-06-25 20:44:49
Facilidade;4;0;2.2.375370.0;2020-12-14 21:26:00
Está sendo legal, mas quero testar mais antes de dar um parecer final.;4;0;2.2.400291.0;2021-05-19 18:15:55
Muito bom sensacional 👏👏👏👏😃;4;0;2.2.410255.0;2021-07-01 22:52:25
Até agora estou curtindo muito! Recebi antes do prazo, excelente até o momento!;4;0;2.2.303087.0;2019-11-13 00:23:37
Muito bom,mais o aplicativo demora para carregar as opções.;4;0;2.2.426944.0;2021-10-06 15:29:22
O aplicativo é muito bom pra gerenciar a Alexa,bom eu gosto muito, recomendo!;4;0;2.2.427576.0;2021-10-15 23:43:15
Otimo e divertido mas podia ter um jeito de chamar ela sem abrir o aplicativo;4;0;2.2.307833.0;2019-12-20 03:16:53
Amei o App mas tive mil problemas para instalar;4;0;;2021-03-01 18:38:53
Após atualização, ela não está abrindo o Spotify. Fica pedindo para instalar, mas o aplicativo já está instalado.;4;0;2.2.373840.0;2020-11-27 21:52:37
Muito mesmo,deu pra fazer muitas trolagems.Mais o problema é que as vezes ela n responde,pfv consertem isso a e parabéns pra quem criou amei o Amazon Alexa!!! Baixem ai galera!👍👍👌👌😏;4;0;2.2.422256.0;2021-09-15 00:25:16
Bom. Mas falta a opção de colocar os atalhos individual para as rotinas na tela principal (tipo widgets).;4;2;2.2.394437.0;2021-04-10 23:30:15
No momento estou me divertindo.;4;0;2.2.413073.0;2021-07-20 21:54:11
Alexa às vezes não sabe as respostas de muitas coisas que a giggle sabe, por exemplo.;4;0;2.2.316373.0;2020-02-21 23:09:44
Alexa brasileira tem muito o que melhorar. É triste ter que migrar a conta pro NA por causa de limitação de skills que funcionam muito bem em português. Não sei por que limitar tudo isso :/;4;0;2.2.345151.0;2020-07-07 05:54:01
Só faz 2dias mais tá tudo perfeito até agora;4;0;2.2.314343.0;2020-02-10 02:20:02
Conhecendo ainda ... dificuldade em reconhecer a rede wi fi;4;0;2.2.422256.0;2021-09-17 13:22:06
Bom APP, porém poderia ter mais opções entre dispositivos;4;1;2.2.407457.0;2021-06-22 02:35:36
Falta a possibilidade de ordenar as listas.;4;0;2.2.373840.0;2020-12-03 16:26:45
E bom estou gostando;4;0;2.2.390493.0;2021-03-22 11:07:48
Um pouco lento;4;0;2.2.334561.0;2020-05-26 20:57:52
"O aplicativo é ÓTIMO porém muitas vezes eu falo o comando pra Alexa e ela fala ""Estou com dificuldade de entender no momento, tente novamente mais tarde"" podem resolver isso?";4;1;2.2.403931.0;2021-06-03 21:16:28
"Aplicação muito boa. Controlo vários aparelhos com rotinas e gosto de receber notificações quando uma rotina inicia/termina. Seria excelente ter a possibilidade de agrupar as notificações para não ficar com a barra de notificações tão ""poluída'";4;7;2.2.350157.0;2020-08-06 17:47:52
Boa;4;0;2.2.375370.0;2021-01-27 09:38:01
Bem legal!;4;0;2.2.375370.0;2020-12-17 21:38:28
Otimo;4;0;2.2.394437.0;2021-04-10 14:53:16
Bom;4;0;2.2.432925.0;2021-11-05 16:54:12
Só poderia duvidar fora da tomada;4;0;2.2.359773.0;2020-09-19 12:21:42
Melhor do pagar 1000 reais kk;4;0;2.2.410255.0;2021-07-03 17:44:26
Deveria aparecer os aparelhos Echo dos contatos para que pudesse fazer ligações por Drop In;4;1;2.2.407450.0;2021-06-11 01:37:19
Estou gostando porém a integração com o celular é lenta e trava com freqüência.;4;0;2.2.422256.0;2021-09-18 10:37:38
Ótimo assistente pra min a melhor porém ainda falta fazer com que ela ative somente com o comando de voz como a siri e ok Google;4;0;2.2.384932.0;2021-03-04 19:52:49
Excelente performance, no meu entendimento falta pouco pra ser top...;4;0;2.2.343305.0;2020-07-01 01:08:54
Muito bom;4;0;2.2.423409.0;2021-09-23 18:38:22
Faz o que promete;4;0;2.2.404000.0;2021-06-09 21:19:17
Muito bom;4;0;2.2.316373.0;2020-02-16 02:08:43
Muito bom;4;0;2.2.403931.0;2021-05-29 15:15:43
Alexa não desliga as luzes falando em português, se falar em inglês ela desliga, deve ser algum bug fácil de arrumar.;4;0;2.2.322087.0;2020-03-23 03:26:01
Bom funcionamento. Obrigado.;4;0;2.2.327278.0;2020-04-25 17:41:03
Algumas vezes da uma travada.;4;0;2.2.404000.0;2021-06-12 11:03:14
"Na alteração das luzes, a Alexa não reconhece a opção "" branco forte"".";4;0;2.2.371484.0;2020-11-09 23:30:07
"Perfeito para Automatização residencial, só precisa de uma condição ""e"" para não ficar dizendo Alexa toda hora .";4;3;2.2.371484.0;2020-11-08 10:59:53
Melhorar mais as funções;4;0;2.2.407450.0;2021-06-11 16:25:35
Agradeço se amanhã, deixar para a ouvidoria.. sugestão, criticas e solução. Apresentando...fabio Colonese. Militar aposentado do exército brasileiro. Dados pessoais estão cadastrados. 1. Superintende de TI da CEF..2.existe um erro básico na recepção do aparelho Alexa 3 geração. 3. HTML de início, deveria após o Login, solicitar o wi-fi do cliente. 4.ninguem do SAC ou suporte resolve. 5.Se o aparelho foi entregue, o cliente já foi identificado 6.sejam simples e irão multiplicar a venda.espaco ac;4;23;2.2.398067.0;2021-04-26 01:08:00
Ótimo aplicativo;4;0;2.2.375370.0;2020-12-10 02:18:24
Top;4;0;2.2.343305.0;2020-07-03 13:09:39
Aplicativo muito bom!!!;4;0;2.2.394437.0;2021-04-06 19:11:49
Otimo;4;0;2.2.371484.0;2020-11-14 23:56:06
Não dá e rui;4;0;2.2.407457.0;2021-06-25 04:01:34
Poderia ser melhor se fosse ativado Por voz. Necessário app estar aberto;4;0;2.2.410255.0;2021-07-02 09:32:07
Bom;4;0;2.2.371484.0;2020-11-15 12:05:08
Ainda há muito o que melhorar, a Alexa é ótima, pena que a Amazon não parece estar dando muita atenção a melhoria de sua inteligência artificial;4;0;2.2.432925.0;2021-11-02 03:18:19
Até agora tudo indo muito bem;4;0;2.2.384932.0;2021-03-10 12:08:02
Já melhorou bastante, só mais um pouco pra valer as cinco estrelas.;4;1;2.2.426944.0;2021-10-07 15:50:20
Estou gostando, mas aguardando melhorar mais.;4;0;2.2.375370.0;2020-12-28 13:24:01
Bom;4;0;2.2.367265.0;2020-10-16 22:57:14
Bom;4;0;2.2.375370.0;2021-01-20 17:46:57
Ótimo;4;0;2.2.319280.0;2020-02-26 22:29:02
Legal;4;0;2.2.416420.0;2021-08-29 22:22:08
Bom;4;0;2.2.384932.0;2021-02-20 14:34:50
Atualizem a aplicativo para deixar mais intuitivo nos app;4;0;2.2.367729.0;2020-10-25 16:17:14
Muito bom. Mas está lento no celular 😞;4;0;2.2.375370.0;2020-12-10 20:36:52
Aprendendo como usar...;4;0;2.2.305186.0;2019-11-25 13:40:44
Poderia ser mais intuitivo e ter mais opções de rotinas;4;0;2.2.307833.0;2019-12-26 23:38:30
Alexa esta reproduzindo musica ao executar uma rotina, exatamente ao falar a previsão do tempo ela toca musica sem está programado. E tambem ao salvar um horario para executar a rotina ela subtrai 1 hora do horário salvo. Bugs;4;3;2.2.375370.0;2020-12-04 11:09:32
Muito bom, a Alexa na echo está funcionando perfeitamente, mas no Motorola g7 Power esta apresentando falhas, de não está disponível no momento mesmo conectado na internet;4;1;2.2.350157.0;2020-08-12 23:28:12
No geral é muito bom, pouco intuitivo, mas bem fácil de configurar no geral. Único ponto de melhoria, até o momento é que não é possível vincular conta do Spotify para mais de um usuário da mesma casa. Consegui boa interação com outros dispositivos e skills.;4;4;2.2.384932.0;2021-03-02 22:08:29
Ainda em teste, algumas vez demora um pouco o retorno...mais estou amando;4;0;2.2.314343.0;2020-02-03 22:14:01
Aplicativo bom. Poderia ter acesso aos app de músicas como deezer e youtube music igual o spotyfy tem acesso aos controles da Alexa.;4;0;2.2.422256.0;2021-09-10 23:00:05
No Moto One uma morosidade, não sei se é por causa do aparelho.;4;0;;2021-06-01 12:45:36
o app e bom, os dispositivos e interruptores poderiam ficar na tela inicial facilitariam o uso, eles poderiam ficar de forma mas fluida,;4;0;2.2.350157.0;2020-08-12 20:19:32
Bomm;4;0;2.2.375370.0;2020-12-06 20:24:48
MT bom;4;0;;2021-06-27 14:28:04
Gostei;4;0;2.2.422256.0;2021-09-19 00:49:43
Olá. O app poderia ter um sistema de DESPERTADOR no próprio APP mesmo que ao dispensar um alarme o app Alexa (NO CELULAR) executa rotinas. Por ex: ao dispensar um alarme (NO CELULAR) pela manhã ao acordar, a Alexa (APP) execute as rotinas de acender a luz do quarto, ligar uma luz na sala etc... A google tem. Indico usar de inspiração e fazer também. Grato !!!;4;128;2.2.427576.0;2021-10-13 00:27:48
O Aplicativo é bom e intuitivo. Tenho uma casa inteligente e sinto falta da opção de dar mais de um comando contínuo para a Alexa. A Amazon poderia ativar essa opção aqui no Brasil. Iria satisfazer muitos usuários que tem uma casa inteligente, pois é meio cansativo falar sempre o nome da assistente mais de uma vez para executar duas ações.;4;143;2.2.413073.0;2021-07-29 20:39:58
Hands free só com app aberto se torna inútil, assistente de voz chamado por botão fica difícil, sou proprietário de uma echo , e gostaria que o app fosse mais echo também;4;0;2.2.361946.0;2020-10-05 17:37:04
Muito bom e funcional;4;0;2.2.422256.0;2021-09-12 13:01:28
O App é muito bom, mas seria melhor se tivesse opção para Alexa estar sempre ativada sem ter que abrir o app.;4;0;2.2.395092.0;2021-04-16 13:33:27
Gosto muito deste aplicativo.... Tá funcionando bem, mas com certeza ainda pode melhorar muito mais... parabéns;4;0;;2020-11-02 00:05:47
Mais ou menos tem coisas que não responde;4;0;2.2.347119.0;2020-07-29 16:00:48
Só faltava ter como chama ela sem tocar na tela.;4;0;2.2.423409.0;2021-09-24 23:20:54
Mas ou menos;4;0;;2020-12-15 12:15:54
Ainda tengo dificuldades em pedir para tocar músicas de alguns cantores ou álbuns, ela não me entende.;4;0;2.2.375370.0;2021-02-02 21:14:03
Esporadicamente o app pisca, não mantendo a tela.;4;0;2.2.303990.0;2019-11-14 21:57:57
E bom mais não estou me entendendo muito😐;4;0;2.2.375370.0;2021-01-11 12:40:48
Top inteligência artificial excelente;4;0;2.2.375370.0;2021-02-01 00:22:31
Bom;4;0;2.2.307833.0;2020-01-11 00:00:46
Muito bom;4;0;2.2.407457.0;2021-07-01 16:24:38
Bom;4;0;2.2.316373.0;2020-02-16 00:34:33
Muito bom😁;4;0;2.2.435197.0;2021-11-18 03:18:36
Tem muito chão pra melhora mais ta bem melhor que a do Google;4;0;2.2.327278.0;2020-04-20 19:39:03
O aplicativo é perfeito porém poderia atualizar pra usar com a tela bloqueada ou minimizado!;4;0;2.2.384932.0;2021-02-25 16:31:01
Á fico chato nao e igual google assistente, queria seria igual te tem de tudo nuca deu, certo para ficar ingal google assistente meu celular e samsung J7 prime《2, porque não deu, certo te tem de tudo mas nao da, fiquem falando, alexa dia inteiro, não deu certo fiquem triste so quero voces arumaré. 😔;4;1;2.2.421843.0;2021-09-07 20:20:16
"Não é possível trocar o nome ""Alexia"" por. customizado.";4;0;2.2.314343.0;2020-02-07 22:12:26
To gostando muito;4;0;2.2.359773.0;2020-09-23 01:10:55
Pouco tempo de uso, mas muito bom mesmo!👍;4;0;2.2.427576.0;2021-10-10 21:40:05
Muito bom gostei estou adorando alexa;4;0;2.2.427576.0;2021-10-16 20:56:08
Bom;4;0;2.2.347119.0;2020-07-19 15:47:19
Só não do 5 estrelas porque ela não aprende os comandos como o google;4;0;2.2.359773.0;2020-09-22 20:17:11
Bugando;4;0;2.2.373840.0;2020-12-03 21:02:25
Bom mais muito limitado ainda, não abre os app do smartphone só se for da Amazon;4;0;2.2.297923.0;2019-10-04 20:08:08
Poderia ter acesso direto com Netflix, YouTube, prime vídeo, canais de tv;4;0;2.2.337761.0;2020-06-01 04:18:43
Bom no geral, mas tem travado muito na leitura de ebooks;4;0;2.2.407457.0;2021-06-22 12:07:27
Ainda tem muito oque melhorar! Mas é Maravilhoso!;4;0;2.2.375370.0;2021-01-05 03:57:25
Muito top;4;0;2.2.407450.0;2021-06-17 15:25:42
Alexa é agora minha melhor amiga;4;0;2.2.369045.0;2020-12-22 20:20:43
Estou aprendendo a mexer ainda, mas parece bem top.;4;0;2.2.305814.0;2019-12-10 21:27:58
Achei muito bom o App. Mas ele tem vez que a alexa está funcionando normal e do nada ela para de ouvir o que eu digo;4;0;2.2.394437.0;2021-04-14 11:09:58
Bom aplicativo;4;0;2.2.416420.0;2021-08-05 09:22:05
Cadê as funções da conta americanaaaa, Amazon Brasil ajuda nós!;4;0;2.2.407457.0;2021-07-02 00:20:31
Muito bom, só falta ter mais funções sem o aparelho;4;0;2.2.299614.0;2019-10-20 20:39:02
Quando liberar as funções dos EUA no BR vale as 5 estrelas;4;0;;2021-05-27 01:12:03
Tem coisas ela não respode;4;0;2.2.416420.0;2021-08-20 22:09:18
Muito bom. Mas precisa ter uma resposta melhor na velocidade das informações.;4;0;2.2.416420.0;2021-08-29 11:35:36
Muito bom;4;0;2.2.384932.0;2021-02-15 20:42:19
Gostei bastante, só não gostei de ter que usar com o aplicativo aberto, se troca pra outro aplicativo ele não funciona, fora isso tá perfeito.;4;3;2.2.395092.0;2021-04-22 17:06:31
Precisa ser adicionado a percepção de comandos com o telefone bloqueado ou com o aplicativo fechado. Torna-se uma perca de praticidade ter que desbloquear celular, abrir o aplicativo e chamar a assistente, quando o assistente do Google faz isso com o telefone bloqueado.;4;0;2.2.422256.0;2021-09-15 19:03:22
Muito eficiente e interessante. Ótimo para ajudar, não vejo a hora de comprar um alemão alexa;4;1;2.2.350157.0;2020-08-27 02:46:39
Gostei muito do produto completo. Acho que ja está na hora de partir para reconhecimento de pessoas e aprendizado automático de rotinas. E possíbilidade de atender funções qndo offline via Bluetooth na falta de WIFI.;4;2;2.2.375370.0;2021-01-07 14:10:01
No geral o Sistema é bom mas acho que não deveria ter distinção do sistema americano para o brasileiro e o app dá umas travadas quando se configura as rotinas e demais funções;4;0;2.2.383959.0;2021-02-06 16:43:21
Precisa ter mais dados de pesquisa, para perguntas variadas. Gostaria q ela interagisse mais também.;4;0;2.2.369045.0;2020-11-03 23:32:14
Muito bom;4;0;2.2.394437.0;2021-04-07 01:02:44
Excelente;4;0;2.2.427576.0;2021-10-09 15:02:35
Poderia ser um pouco mais ágil;4;0;2.2.375370.0;2021-01-13 22:31:49
Excelente.;4;0;2.2.367265.0;2020-10-11 15:16:04
Muito boa;4;0;2.2.416420.0;2021-08-23 01:25:51
Ainda precisa melhorar a biblioteca de músicas. Ainda está muito restrito;4;0;2.2.413073.0;2021-07-27 22:43:08
Poderia ter uma função de funcionar mesmo com o aplicativo fechado. Ou em segundo plano.;4;1;2.2.404000.0;2021-06-06 05:36:38
O App é muito bom, mas não consigo abrir a aba de mensagens, aparece sempre um pop up sobre o drop in e pronto, não sai mais do lugar.;4;0;2.2.305814.0;2019-12-01 12:24:13
Melhorando a cada dia;4;0;2.2.372932.0;2020-11-24 01:33:29
Muito bom, gostei bastante!;4;0;2.2.384932.0;2021-02-27 14:08:33
E bom 👍;4;0;2.2.384932.0;2021-06-26 16:20:31
Boa;4;0;2.2.423409.0;2021-09-26 04:46:21
Falta algumas funções como controlar o celular por inteiro como brilho senti falta disso;4;0;2.2.345151.0;2020-07-14 16:21:00
Bk;4;0;;2021-01-23 18:29:41
Muito bom so nao achei a skill do YouTube.;4;0;2.2.356720.0;2020-09-03 21:39:37
Bom , fácil de acessar;4;0;2.2.365751.0;2020-10-09 15:38:05
Falta interagir em segundo plano;4;0;2.2.407450.0;2021-06-15 10:25:49
Boa aplicação;4;0;2.2.280247.0;2019-10-10 12:22:52
Top;4;0;2.2.407457.0;2021-06-28 03:51:21
Bom 😁;4;0;2.2.407457.0;2021-06-21 21:19:09
Bom app;4;0;2.2.433151.0;2021-11-08 23:38:27
Top top muito bom;4;0;2.2.347119.0;2020-08-03 22:48:07
Só falta funciona com todos o app, porém responde mais rápido que a Google assistente ,seria bom ser tivesse todos os recursos do Google assistente tbm;4;0;2.2.350157.0;2020-08-17 22:09:37
Falta opçao de adicionar 2 vozes s ter que baixar app em outro celular;4;0;2.2.416420.0;2021-08-17 21:53:22
Ainda estou aprendendo;4;0;2.2.375370.0;2021-01-26 13:13:59
Lamentável não ativar por voz quando a tela está bloqueada.;4;0;2.2.373840.0;2020-11-30 22:10:12
Muito bom;4;0;;2021-05-30 16:45:02
Ainda meio perdido em configurar ele mas estou gostando;4;0;2.2.339390.0;2020-06-13 04:27:50
Meio lento mais funciona;4;0;2.2.403931.0;2021-05-30 12:45:56
Não consigo conectar nada;4;0;2.2.390493.0;2021-03-19 12:23:11
A assistente é excelente só falta ter mais skils pra se conectar com alguns aparelhos mais antigos pra não precisar trocar tudo...;4;0;2.2.347119.0;2020-08-11 01:21:36
É bom, mas pode melhorar!;4;0;2.2.337761.0;2020-05-31 15:59:52
Muito bom até o momento;4;0;;2020-06-18 18:14:13
às vezes trava;4;0;2.2.400291.0;2021-05-11 21:07:24
Gostei muito;4;0;2.2.407457.0;2021-06-26 00:27:54
Muito bom obrigada;4;0;2.2.375370.0;2020-12-24 11:43:34
Bom nenhum problema está ótimo;4;0;2.2.410255.0;2021-07-08 17:15:19
Um bom aplicativo para comandobde voz. Mas é horrível (ruim ao extremo) quando se quer acessar os dispositivos de automação para liga-los e desliga-los manualmente. O caminho para chegar a eles é uma dificuldade. É por grupo e pagina separada em vez de ser em lista e poder ativa-los com um simples toque.;4;23;2.2.410255.0;2021-07-07 03:47:32
Muito interessante. Versao brasileira ainda nao acompanha a inglesa.;4;0;2.2.329454.0;2020-04-26 09:30:37
Eu só utilizo a opção de leitura de livros e gostaria que ela desse uma melhorada. Às vezes ela buga e reinicia ou volta algumas partes, também seria muito mais fácil ter a opção de escolher o capítulo que a Alexa vai ler porque eu poderia ouvir um livro já começado e se ele estiver adiantado, da forma que está dá muito trabalho chegar no ponto certo.;4;53;2.2.343305.0;2020-07-01 13:24:20
Consegue responder quase todas as perguntas gostei;4;0;2.2.390493.0;2021-03-23 02:42:49
Muito baum;4;0;2.2.407450.0;2021-06-10 00:09:49
Bom;4;0;2.2.356720.0;2020-09-04 04:34:17
App bom, eu não tenho ainda um Echo Dot, mas da pra usar a Alexa no próprio aplicativo, sem ter um dispositivo.;4;2;2.2.416420.0;2021-08-23 19:51:51
Bom;4;0;2.2.394437.0;2021-04-06 15:04:05
Ótima companheira;4;0;2.2.375370.0;2020-12-27 10:17:35
E muito bom legal me divirto muito usando tanto pra trabalhar estudar só não do 5 estrelas porque não tem como ativar por voz direto do aplicativo do celular tenque sempre apertar a tecla hom mas só falta isso pois assim é melhor de usar longe de casa;4;0;2.2.367729.0;2020-10-23 21:01:06
Super;4;0;2.2.415290.0;2021-08-02 19:18:00
Ótimo Aplicativo;4;0;2.2.316373.0;2020-02-19 15:12:57
Precisa estar com o aplicativo aberto para funcionar ou abrir manualmente o assistente. Poderia funcionar na tela de bloqueio.;4;0;2.2.435306.0;2021-11-22 12:13:01
Aplicativo excelente. Mas deixa um pouco a desejar, eu particularmente uso o Dezeer para ouvir minhas músicas e podcast, no entanto é muito difícil conciliar os dois apps (foi trabalhoso mas consegui) pois não tem como acessar o deezer pelo alexa, somente por comando de vós. Seria muito bom se tivesse um jeito de fazer isso, igual faz com o Amazon Music. Desde já obrigado;4;26;2.2.422256.0;2021-09-21 19:41:20
Ótimo;4;0;2.2.416420.0;2021-08-14 11:37:46
Ainda to configurando mais ja estou gostando.;4;0;2.2.407457.0;2021-06-25 08:55:01
Não é muito prático...;4;0;2.2.390493.0;2021-03-28 02:40:36
Bom, mas precisa de atenção nas atualizações. Estou com problemas nas ROTINAS, tanto na echo dot quanto no celular, a Alexa não está executando os comandos programados, só cumpre a primeira tarefa e depois começa a tocar uma música nada a ver...;4;2;2.2.375370.0;2020-12-06 22:26:33
Bom;4;0;2.2.375370.0;2020-12-18 20:00:54
Boa, apesar de algumas falhas no entendimento;4;0;2.2.375370.0;2020-12-22 02:31:04
Muito boa,mas falta um pouco de utilidade adulta nas skills;4;0;2.2.320625.0;2020-03-10 23:13:41
Bomm;4;0;2.2.413073.0;2021-07-21 23:55:30
Poderia melhorar a nota, se ela entendesse meu sotaque de nordestino. Por tem hora que morro de tanto falar a mesma coisa e ela não me atende, minha esposa fala a mesma coisa que eu e ela executa. Kkkkk.;4;0;2.2.375370.0;2021-02-24 02:27:56
Aplicativo está bom, porém estou com um bug muito estranho, toda vez que tento entrar nas skill minha internet desliga e mostra que tô sem internet, porém a conexão tá normal! Aí não consigo ver as skill.;4;1;2.2.337761.0;2020-05-28 23:02:09
Deezer ou outras serviços apresentam leves bugs;4;0;2.2.415290.0;2021-07-28 23:33:56
Muito bom;4;0;2.2.410255.0;2021-07-06 15:57:21
Acho incrível o app, apenas sinto um grande delay de alguns segundos ao dar um comando e ter a resposta, fora isso aplicativo incrível;4;1;2.2.372932.0;2020-11-24 23:05:23
O aplicativo é bom, mas deveriam otimizar ele, pois ocupa muito espaço e tem uma navegação pouco fluida;4;0;2.2.356720.0;2020-11-02 21:15:12
Trava as vezes, mas é muito util;4;0;2.2.427576.0;2021-10-20 09:50:10
É muito bom a Alexa é muito competente por estar em um dispositivo móvel mas pena que não tem suporte para o aplicativo padrão de música do celular;4;0;2.2.350157.0;2020-08-09 23:37:39
top;4;0;2.2.435197.0;2021-11-13 19:24:21
Meia hora tentando conectar um dispositivo sem me informar que precisava atualizar...;4;0;2.2.435197.0;2021-11-10 19:55:29
"Não sei se uma recente atualização ou algum código. A opção ""Alexa, tocar música"" não funciona, ela apresenta dificuldade em entender e apresentar um erro de conexão com o servidor ""Amazon Alexa"", tanto no smartphone Android e no Android TV Tizen";4;4;2.2.375370.0;2020-12-28 17:45:04
Pesado, não roda fácil, beira o travamento, mas é MUITO bom;4;0;;2020-09-12 13:02:49
Legal;4;0;2.2.375370.0;2020-12-26 15:35:54
Não responde a várias perguntas;4;0;2.2.367265.0;2020-10-18 18:30:19
Ótimo app só não dei cinco estrelas 🌟por não ter a função de ativa a alexa por voz como o Google assistente no celular;4;1;2.2.403931.0;2021-06-08 00:15:04
Amando o App é super legal tá valendo apena;4;0;2.2.395092.0;2021-04-21 03:01:34
Otima;4;0;2.2.375370.0;2021-02-09 03:33:41
No Alexa consigo ouvir os meus livros que tenho No Kindle. Estou dando quatro estrelas porque, com frequência, após um período de leitura o Alexa volta no início do capítulo. Tenho que ir no kindle e localizar onde a leitura parou, sair do aplicativo para então continuar a ouvir pelo Alexa... mesmo tendo esse trabalho acho que vale muito a pena pois posso adiantar minhas leituras fazendo outras atividades em casa.;4;33;2.2.339390.0;2020-06-18 20:35:01
É legal 👌🏼;4;0;2.2.350157.0;2020-08-16 02:19:50
Deste o dia 4/12 A echo dot não executa as rotinas, como temperatura, não ler agenda e nem as notícias.;4;0;2.2.375370.0;2020-12-06 00:08:38
Muito bom. Só não tem comparitilidade com todos os aplicativos de smarthome, mas da pra usar o que funciona em todos os aparelhos;4;0;2.2.375370.0;2021-01-31 20:22:44
Por enquanto, bem interessante! Mas ele não usa os meus contatos salvos para efetuar chamadas.;4;0;2.2.350157.0;2020-08-17 14:26:04
